5,46,41,17157
27,38,122,97161
12,59,76,47326
5,57,61,3
27,39,118,97161
99,30,35,23877
4,67,61,3
55,40,118,97161
3,33,36,23877
4,64,59,3
15,33,526,489581
10,67,91,51570
2,53,21,5000
3,33,5,307
722,36,349,274343
264,74,87,51570
23,68,70,5000
5,36,6,307
448,39,533,489581
3,38,71,51570
11,60,76,5000
5,36,8,307
93,28,1083,969159
5,51,30,14002
2,32,60,36396
10,49,13,419
3,34,5,410
1,24,5,430
1706,27,4,413
4,33,59,36396
4,41,8,419
3,32,4,410
1,23,4,430
3,45,11,413
719,27,1082,969159
20,35,73,36396
1,32,5,419
3,31,4,410
1,25,4,430
2,28,6,413
11,32,404,338059
10,32,20,8890
3,33,9,3830
2,35,9,1387
3,67,58,46384
8,24,176,180769
1,null,null,0
452,28,408,338059
5,59,210,88393
61,31,11,3830
1,25,6,1387
11,41,105,46384
6,25,179,180769
3,null,null,0
4,null,null,0
2,null,null,0
64,29,403,338059
3,54,24,8890
87,25,21,12027
1,31,7,1387
3,23,58,46384
11,29,180,180769
4,null,null,0
2,null,null,0
107,33,183,148920
7,27,15,7222
829,26,107,81196
10,24,14,7222
17,34,18,7222
10,36,118,97360
28,37,132,110753
1,31,5,1014
4,36,5,107
2,35,32,18506
18,27,56,40777
126,24,133,111530
23,21,94,72672
1,20,5,1303
1,21,4,241
6,21,108,78563
1,24,14,6446
8,25,6,1014
10,34,6,107
3,36,30,18506
74,33,22,13768
192,21,16,8489
29,21,100,72672
5,22,5,1303
1,22,4,241
4,22,108,78563
4,21,13,6446
4,20,6,1550
5,22,112,93430
54,57,12,4753
11,37,20,11240
8,35,6,1014
45,26,108,81786
4,29,41,28125
129,37,31,18506
164,24,15,7385
123,29,33,22960
10,25,11,5069
7,35,95,72672
3,22,5,1303
1,26,3,241
4,22,108,78563
2,41,26,6446
4,29,8,1550
19,24,113,93430
2,25,38,18209
8,22,47,27999
3,24,9,4136
11,25,33,21699
1,29,6,921
1,26,27,17573
8,57,30,14400
3,55,14,1173
3,null,null,0
12,37,206,120765
704,38,514,398050
396,60,292,190552
27,64,445,290901
5,37,77,62780
1,35,11,4264
4,36,27,18180
6,62,53,12128
5,59,46,10993
1,26,16,7742
5,54,30,5572
3,32,5,82
2,57,20,1351
43,22,7,1130
1,28,4,106
3,null,null,106
8,53,19,602
68,25,12,5907
2,63,18,218
8,24,190,100114
91,null,null,6385
5,21,5,75
104,35,77,62780
3,26,27,18180
37,27,20,12128
2,36,19,10993
11,37,17,7742
20,88,47,1351
2,38,7,1130
3,57,11,602
1,35,4,106
68,33,15,6457
1,24,12,5907
4,null,null,106
4,69,17,218
13,69,113,5572
16,107,42,5908
14,67,263,100114
34,null,null,6385
4,62,17,75
1,33,8,1366
27,917,181,62780
7,36,63,40881
10,54,61,14334
5,49,17,4264
2,28,22,12128
0,27,16,7742
18,65,147,18180
7,92,31,1351
1,null,null,106
1,null,null,106
41,44,29,5905
1,32,13,5906
5,27,12,5905
28,72,140,218
17,42,187,100114
1,31,9,2879
23,37,13,6385
2,37,12,5572
10,38,13,6457
3,null,null,6385
4,null,null,6385
151,36,81,71148
3,76,19,75
215,33,421,337609
6,34,6,914
2,35,7,110
1,32,5,110
1,null,null,1469
8,null,null,0
3,null,null,914
185,32,414,337609
6,36,121,98149
2,51,46,0
11,37,268,230445
1,null,null,0
1,29,4,197
1,31,5,107
42,27,111,75036
97,33,28,17630
56,22,21,14400
14,30,28,17573
2,22,4,110
1,23,4,110
1,null,null,14400
1,null,null,1469
9,null,null,0
410,34,409,337609
71,34,7,1785
1,25,4,110
37,24,115,98149
19,null,null,914
2,25,4,197
2,22,4,107
5,23,90,75036
7,null,null,0
55,33,158,114615
12,23,133,113847
17,52,65,41610
5,38,43,26115
8,23,5,35
1,22,44,32386
1,29,6,1643
3,68,11,31
4,33,53,32401
4,62,50,26115
32,27,4,348
1,25,7,35
2,37,46,32386
3,44,10,1643
4,76,11,31
25,33,54,32401
4,60,51,26115
11,25,4,35
2,36,47,32386
8,79,20,1643
12,65,12,31
78,21,6,1469
3,26,17,10758
2,19,34,22518
185,19,66,48267
3,25,17,10758
293,null,null,17006
28,41,50,33162
80,22,329,272876
27,22,6,1469
12,28,133,103159
25,24,228,180245
272,59,107,10758
454,34,543,485733
8,39,113,93518
168,33,293,228487
4,23,103,86239
2,33,5,107
8,24,4,23
1,null,null,107
2,30,35,17573
6,22,15,5894
3,29,53,36752
4,22,20,14400
4,22,121,93376
16,23,313,250815
777,33,544,485733
28,39,335,289593
75,33,202,169379
28,33,278,228487
10,36,352,278294
1,23,4,292
34,22,86,64301
3,null,null,107
137,33,59,36752
16,24,124,93376
10,28,44,0
1073,64,731,614452
190,36,339,289593
80,37,241,202023
15,35,152,86239
9,24,4,292
1,28,8,2167
5,37,57,36752
1,24,9,2779
4,27,124,93376
14,24,44,0
102,25,44,28662
5,24,69,59348
4,26,37,38116
7,null,null,122288
6,45,14,107
0,null,null,107
31,null,null,81928
10,null,null,107
109,32,11,4374
72,null,null,0
25,null,null,0
7,31,13,6144
104,33,129,93376
2,24,42,37697
26,null,null,289603
42,null,null,81928
1,null,null,107
5,null,null,107
4,31,46,0
32,62,31,14400
31,null,null,107
14,null,null,107
7,null,null,0
1,null,null,0
29,null,null,23877
82,null,null,23877
81,24,65,64101
29,26,151,122288
20,null,null,122288
162,null,null,81928
1,null,null,107
2,null,null,107
2,null,null,107
49,42,4,0
25,null,null,0
14,null,null,107
0,null,null,107
41,56,19,5348
7,36,5,47
52,null,null,0
2,null,null,107
2,null,null,13851
2,null,null,107
6,80,22,195
2,null,null,195
47,36,10,3938
2,25,7,1772
5,65,20,1822
44,25,4,44
4,null,null,106592
3,null,null,107
1,null,null,107
1,25,20,14400
386,32,136,111766
15,null,null,6578
3,23,13,6184
13,102,57,487
2,null,null,436
4,44,129,40062
9,80,160,3782
4,71,26,2613
8,38,15,6474
2,53,6,606
2,55,10,3141
376,32,135,111766
1,25,71,0
6,57,20,6184
3,49,20,4829
12,61,17,487
4,null,null,436
12,64,164,40062
17,57,79,3782
34,28,12,3141
1,35,15,6184
3,75,12,487
3,null,null,436
7,66,91,40062
7,61,90,3782
3,37,14,1761
14,33,78,57104
5,66,105,12421
244,37,504,417572
14,29,178,142827
6,33,82,57104
7,64,107,12421
13,44,526,417572
7,33,130,106783
7,33,199,142827
5,33,80,57104
6,65,96,12421
20,37,504,417572
17,31,179,142827
851,34,740,645496
99,35,679,553554
7,34,6,830
5,27,4,323
4,29,117,80445
2,25,36,16852
4,35,5,182
1,27,6,582
1,22,14,5850
17,23,98,75403
12,32,4,31
14,29,45,32386
5,null,null,32451
4,22,20,10967
13,21,6,1661
16,35,22,13347
8,24,5,830
6,60,6,323
6,32,112,80445
2,28,4,84
11,24,431,343404
7,30,5,182
1,25,5,582
4,24,13,5850
6,20,102,75403
5,null,null,32451
2,28,6,1661
28,25,6,1660
4,22,20,10967
255,32,31,32843
95,38,677,553554
5,35,7,830
4,36,110,80445
7,32,31,16852
42,24,8,2503
5,38,5,182
3,54,15,582
5,32,14,5850
3,24,6,1276
4,21,46,0
10,null,null,32451
3,22,6,1661
5,59,75,10967
54,36,868,861887
288,34,34,20412
4,64,131,47326
3,34,25,13020
5,88,14,107
78,37,97,75036
8,79,128,17573
17,35,23,14400
336,37,33,20412
5,57,85,47326
7,37,24,13020
4,84,17,107
664,24,88,75036
15,61,127,17573
15,35,26,14400
214,33,33,20412
30,38,69,47326
2,27,22,13020
1,34,4,107
74,25,7,2509
105,43,145,114615
8,61,117,17573
2,34,25,14400
14,793,104,25139
4,59,73,0
19,776,185,25139
7,52,119,0
19,840,100,25139
9,58,134,0
5,null,null,28775
17,25,352,289593
6,39,166,131718
1,26,14,107
2,24,36,24363
5,23,165,114615
64,26,88,75036
9,25,156,219042
2,20,27,17573
18,22,20,14400
36,63,130,41070
101,20,115,98415
48,null,null,5160
15,null,null,43
23,null,null,28775
69,28,4,57
28,26,173,131718
1,38,6,107
96,24,88,75036
17,22,143,114615
15,24,151,219042
1,21,19,15943
2,20,28,17573
17,22,21,14400
19,null,null,43
69,63,590,408981
6,null,null,28775
19,24,17,12616
103,24,329,289593
7,42,166,131718
8,27,4,107
4,26,108,75036
4,24,147,114615
22,25,152,219042
2,21,4,142
2,30,29,17573
13,22,20,14400
69,21,10,1615
8,60,16,1619
48,34,868,755522
2,36,65,47326
38,41,12,4264
31,37,304,212785
24,37,388,346992
10,73,577,297936
3,null,null,47332
794,36,9,333
149,58,238,181728
3,39,11,4264
7,null,null,47332
12,60,163,25470
68,62,13,104
36,34,215,181728
648,40,13,4264
4,null,null,47332
8,61,173,25470
48,27,27,17527
202,58,1212,1040091
5,33,9,2712
1,35,8,1606
164,65,617,329952
3,33,6,900
1,27,35,22519
2,22,4,143
8,41,333,290056
1,28,6,100
2,60,14,107
253,34,357,244818
11,22,75,46486
1,22,21,14400
42,57,257,182674
13,33,111,84240
11,27,59,37480
71,38,1170,1040091
2,34,8,2712
16,45,9,1606
230,66,631,329952
2,39,56,40047
1,29,5,900
2,26,36,22519
1,39,4,143
3,61,13,107
1,33,5,100
17,33,53,36495
222,23,68,46484
4,21,20,14400
8,22,218,182674
4,25,113,84240
61,28,20,10840
30,35,201,158291
1,37,9,2712
1,36,6,1606
46,65,625,329952
4,29,6,900
1,28,35,22519
1,33,7,143
3,41,5,143
91,35,19,100
49,34,351,244818
27,23,90,75036
37,32,33,17573
3,34,77,46486
2,25,22,14400
7,56,252,182674
5,33,113,84240
74,29,118,93430
14,60,71,46274
16,726,130,5192
8,31,117,93430
4,62,73,46274
5,29,117,93430
5,61,74,46274
163,62,256,185338
7,36,153,114493
17,24,5,1641
9,null,null,0
34,null,null,29635
2,null,null,32438
47,null,null,0
87,38,55,40777
201,null,null,32196
233,36,21,14400
44,null,null,0
2,25,6,1556
162,35,384,325193
6,38,154,114493
529,34,7,1623
4,37,44,29612
2,27,4,107
76,null,null,32438
67,null,null,84085
74,null,null,0
184,58,15,3239
102,35,19,14400
69,24,68,53839
69,64,13,31
49,null,null,0
2,37,7,1452
170,35,387,325193
18,38,154,114493
238,66,500,230861
1,26,7,1569
15,null,null,29635
76,23,4,107
5,null,null,32438
76,null,null,84085
156,null,null,32196
134,38,73,53839
64,33,21,14400
15,25,5,1452
3,37,6,1556
17,null,null,0
1,null,null,0
2,61,16,1892
64,28,163,124729
7,63,142,47326
121,39,257,214788
112,32,160,124729
11,41,257,214788
11,27,157,124729
15,65,144,47326
12,40,260,214788
5,38,32,16852
41,20,147,137829
8,21,39,24774
1,20,25,13471
16,23,314,265457
288,38,704,631614
24,32,146,106549
30,59,813,459772
15,35,8,2507
33,27,5,370
7,26,15,9337
4,25,10,3222
1,null,null,0
5,67,71,3222
4,34,93,70512
1,36,5,31
6,29,4,386
1,25,19,14400
810,40,1139,1011477
5,29,29,16852
48,27,491,390902
4,21,4,35
50,31,141,137829
2,25,38,24774
5,25,24,13471
42,69,62,0
9,24,145,106549
11,40,16,9337
1,null,null,0
3,23,4,62
4,26,5,107
8,23,4,370
1,31,13,3222
5,66,61,386
4,64,36,3222
4,35,92,70512
2,35,36,17573
3,58,10,31
16,31,24,14400
761,38,1672,1507407
95,24,502,390902
98,24,4,34
24,21,196,171607
5,24,45,0
4,66,105,24774
2,34,25,13471
7,26,164,149792
6,25,145,106549
30,null,null,0
2,29,15,107
17,30,8,3222
2,23,5,370
1,33,6,62
4,66,79,386
4,39,94,70512
1,25,6,1114
14,28,24,14400
2,27,10,3222
236,64,119,69420
14,37,134,93376
15,25,59,47326
3,35,100,69420
780,66,8211,8723749
111,28,121,93376
27,25,57,47326
4,41,23,8580
761,65,8250,8723749
19,34,125,93376
8,28,58,47326
1168,37,309,275847
1,34,19,11101
1,37,5,187
0,24,11,4219
2,40,27,14594
8,64,95,2744
3,37,76,45509
953,37,314,275847
232,37,587,439135
5,36,19,11101
2,35,4,187
20,26,311,231602
2,39,27,14594
961,36,328,275847
2,37,18,11101
2,43,4,187
6,42,26,14594
19,40,466,372057
12,741,142,5127
15,40,452,372057
428,49,454,372057
235,24,28,16940
153,34,326,236351
303,58,104,67953
145,36,366,236351
504,23,17,11298
6,39,104,75770
19,33,314,236351
474,25,57,40109
4,61,41,16852
1,35,4,182
12,39,468,371614
25,81,48,5645
3,38,10,2779
3,null,null,13655
1,51,12,487
12,32,98,40029
15,34,51,28733
1,46,13,2033
940,27,123,89417
8,61,38,16852
35,61,557,396533
4,34,6,182
14,41,494,371614
26,37,58,47326
1,27,7,2779
4,null,null,13655
7,68,152,40029
24,40,55,28733
4,35,8,2029
4,59,71,0
4,55,15,487
856,60,16,96
5,55,38,16852
25,40,535,396533
2,33,4,182
12,39,499,371614
7,38,8,2779
4,null,null,13655
64,74,146,40029
8,37,7,2053
16,76,138,0
6,39,53,487
120,32,13,4746
25,35,10,3634
8,30,11,3634
13,33,227,175657
83,26,31,20045
26,37,14,6171
7,37,281,175657
50,27,32,20045
1,37,6,88
14,33,225,175657
48,27,30,20045
4,63,72,6171
30,37,5,88
18,36,610,534099
1,36,4,136
24,36,63,38407
4,39,4,41
3,32,17,9602
1,null,null,41
2,24,4,163
40,null,null,9602
15,57,253,186234
764,40,623,534099
3,33,5,136
2,36,57,38407
5,63,71,41
1,null,null,41
77,25,5,1196
10,59,28,8057
116,34,188,150947
2,33,6,136
6,29,59,38407
2,null,null,41
34,null,null,9602
29,39,27,17246
2,37,5,136
1,27,4,139
10,39,5,91
96,25,5,969
29,39,54,15665
4,43,119,0
6,63,122,17439
1098,27,130,100106
3,33,27,17246
4,69,12,136
1,44,22,6622
1,25,20,11710
4,27,5,91
2,26,3,103
6,26,87,48585
2,36,63,15665
1,23,53,0
86,65,108,17439
466,31,42,29232
67,32,35,17246
9,39,4,91
2,31,7,969
0,25,4,103
3,36,58,15665
0,25,55,0
6,67,134,17439
1420,38,1297,1128851
7,65,273,120093
135,23,41,28897
23,62,22,4779
9,959,236,101563
580,35,1303,1128851
7,61,176,120093
18,23,158,126194
14,55,20,4779
1338,35,863,645936
18,63,282,120093
179,23,23,14110
639,21,11,4779
25,932,296,96517
152,36,100,69299
31,78,558,402338
6,49,19,4878
3,36,43,26326
12,33,15,6852
11,798,169,15215
182,37,464,402338
5,66,72,4878
6,36,261,192045
112,31,16,9080
15,823,169,15215
8,34,131,96517
31,63,741,402338
4,58,39,4878
6,38,276,192045
92,61,55,26326
49,39,8,2674
72,38,613,489870
3,58,15,710
13,28,329,289593
1,26,5,182
13,39,487,368848
43,25,106,68673
2416,30,5,246
420,35,1148,1027263
18,27,126,100297
2,30,5,974
43,24,338,339986
148,38,1308,1169373
6,37,74,59297
7,39,164,123520
57,33,336,289593
5,43,8,182
44,26,469,368848
42,24,107,49511
2350,42,7,246
521,34,1176,1027263
4,34,143,100297
249,41,7,974
10,41,6,570
16,34,615,489870
28,56,12,710
50,28,335,289593
23,84,142,182
13,38,463,368848
4,28,141,68673
71,33,7,246
51,53,1416,1027263
5,35,130,100297
14,32,7,974
80,34,326,339986
2,null,null,570
169,null,null,339995
4,32,5,102
10,null,null,339995
25,32,43,30814
11,27,112,140500
29,25,57,47326
0,22,5,792
1,29,9,1671
27,27,999,888462
6,63,101,25530
852,39,1193,1070668
195,24,111,140500
13,27,65,50877
56,21,7,1465
37,26,165,145926
72,25,110,99115
97,22,47,36495
1,26,9,1671
38,28,1023,888462
9,62,124,25530
156,38,1169,1070668
20,26,327,290056
84,23,163,145926
4,25,47,36495
80,24,113,99115
5,25,57,47169
1,29,11,1671
31,28,1030,888462
6,60,104,25530
9,62,158,101100
3,null,null,850
6,null,null,18681
9,36,114,94787
19,26,266,221847
2,27,20,14439
16,null,null,339995
5,35,6,54
16,null,null,14439
60,null,null,18681
12,742,908,589818
11,38,122,94837
182,38,340,339986
49,null,null,339995
2,null,null,18681
27,33,60,47326
178,null,null,339995
2,26,21,14439
2,41,7,102
21,null,null,339995
5,32,6,54
1,null,null,14439
2,null,null,18681
29,922,929,589818
7,35,123,101100
4,null,null,18681
2,43,14,3718
3,31,21,14439
2,28,5,102
1,26,3,54
4,null,null,18681
35,56,37,15721
7,36,5,810
6,36,136,108858
94,35,82,62262
1,37,8,2162
1,34,6,810
5,36,137,108858
4,61,95,62262
2,null,null,2162
11,56,13,810
20,35,152,108858
113,37,80,62262
189,36,124,97161
4,31,82,46274
123,35,122,97161
9,36,101,46274
94,35,129,97161
5,32,78,46274
96,40,279,222329
8,35,10,3205
48,41,254,206491
2,39,7,71
9,38,198,114270
7,26,6,939
6,24,10,4147
15,37,9,3205
6,42,73,54990
1,34,8,71
12,28,6,939
4,25,11,4147
62,27,7,1838
4,35,59,46274
45,38,258,206491
2,37,6,71
16,26,6,939
19,24,17,4147
85,32,1104,1008807
229,38,806,725657
17,37,329,290703
57,26,124,93376
76,23,302,248223
11,24,61,49599
3,26,138,105121
5,36,73,56734
4,57,20,57
174,36,335,277104
2,30,19,10560
3,65,22,5038
1367,35,225,137747
18,35,223,137747
59,36,224,137747
67,30,52,35751
1,31,10,3887
2,26,19,10288
3,25,4,118
1,39,4,164
6,38,23,12602
1,34,8,1760
1,null,null,1760
2,36,4,107
1,33,6,1989
3,null,null,1760
15,28,91,75036
79,null,null,32196
12,56,76,53670
56,null,null,75039
221,37,7,2512
14,68,101,17630
3,37,44,28857
23,null,null,0
2,null,null,0
5,55,38,17573
2,null,null,14400
4,63,65,3653
2,null,null,17576
13,35,7,475
20,null,null,0
7,35,186,118468
2,37,7,47
2,30,10,3887
4,35,25,10288
1,24,4,118
1,38,4,165
27,60,366,289593
3,null,null,1760
1,34,17,1989
1,66,95,107
3,null,null,32196
2,null,null,32196
3,34,43,0
12,25,58,53579
8,27,5,211
8,null,null,114638
23,36,21,14400
37,32,26,17630
54,null,null,0
1,null,null,0
5,null,null,14400
4,25,27,17573
12,null,null,14400
24,24,121,100332
6,39,136,118462
68,28,59,47326
7,26,19,10288
